non-host-associated	shoot	1006967
non-host-associated	viral	1070528
non-host-associated	 scientificName="human nasal/pharyngeal metagenome"	1131769
non-host-associated	oral	1227552
non-host-associated	algae	1300146
non-host-associated	pollen	1628154
non-host-associated	seed	1335591
non-host-associated	rat	1427740
non-host-associated	mollusc	1417798
non-host-associated	human eye	1774142
non-host-associated	human reproductive system	1842734
non-host-associated	human semen	1837932
non-host-associated	mosquito	496923
non-host-associated	ant	1077528
non-host-associated	termite	1076140
non-host-associated	insect gut	1202446
non-host-associated	flower	1385665
non-host-associated	jellyfish	1549733
non-host-associated	human milk	1633571
non-host-associated	crab	1660082
non-host-associated	human	646099
non-host-associated	gill	1455666
non-host-associated	stomach	1284369
non-host-associated	leaf	1297858
non-host-associated	pig gut	1510822
non-host-associated	shrimp gut	1588881
non-host-associated	fungus	1670606
non-host-associated	moss	1675540
non-host-associated	invertebrate gut	1775950
non-host-associated	bird	1833763
non-host-associated	ear	1870980
non-host-associated	epibiont	408171
non-host-associated	primate	1441288
non-host-associated	endophyte	483425
non-host-associated	gut	749906
non-host-associated	upper respiratory tract	1115523
non-host-associated	root	1118232
non-host-associated	zebrafish	1331678
non-host-associated	urine	1346744
non-host-associated	spider	1519372
non-host-associated	ctenophore	1508044
non-host-associated	scorpion gut	1571227
non-host-associated	liver	1685930
non-host-associated	eye	1830148
non-host-associated	termite gut	433724
non-host-associated	human lung	433733
non-host-associated	bovine gut	506599
non-host-associated	honeybee	910258
non-host-associated	Crustacea gut	1009879
non-host-associated	beetle	1077527
non-host-associated	nematode	1130098
non-host-associated	skin	1338477
non-host-associated	human bile	1630596
non-host-associated	seagrass	1904484
non-host-associated	rodent	1521111
non-host-associated	vaginal	1549736
non-host-associated	tick	1595979
non-host-associated	gonad	1685929
non-host-associated	crustacean	1681198
non-host-associated	feces	1861841
